"taxonID","taxonRank","taxaSubGroup","family","unrecorded","recorded"
"t0097697","species","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia heringi"
"t0097700","species","Other insects","Tachinidae","Chrysosomopsis","Chrysosomopsis aurata"
"t0097702","species","Lepidoptera","Lycaenidae","Chrysozephyrus","Chrysozephyrus disparatus"
"t0097717","species","Other insects","Tachinidae","Clairvilliops","Clairvilliops breviforceps"
"t0097719","species","Coleoptera","Clambidae","Clambus","Clambus formosanus"
"t0097720","species","Gastropods","Trochidae","Clanculus","Clanculus bronni"
"t0097726","species","Gastropods","Nassariidae","Clea","Clea helena"
"t0097729","species","Other insects","Coreidae","Cletus","Cletus feanus"
"t0097730","species","Gastropods","Cliidae","Clio","Clio recurva"
"t0097731","species","Coleoptera","Carabidae","Clivina","Clivina wallacei"
"t0097736","species","Other insects","Pseudococcidae","Coccidohystrix","Coccidohystrix insolita"
"t0097740","species","Other insects","Coccidae","Coccus","Coccus hesperidum"
"t0097750","species","Coleoptera","Hydrophilidae","Coelostoma","Coelostoma taiwanense"
"t0097751","species","Other insects","Ichneumonidae","Coesula","Coesula fulvipes"
"t0097757","species","Gastropods","Lottiidae","Collisella","Collisella heroldi"
"t0097758","species","Other insects","Ichneumonidae","Colpotrochia","Colpotrochia pilosa"
"t0097765","species","Lepidoptera","Xyloryctidae","Comocritis","Comocritis chingshana"
"t0097766","species","Other insects","Tachinidae","Compsiluroides","Compsiluroides communis"
"t0097767","species","Other insects","Tachinidae","Compsiluroides","Compsiluroides flavipalpis"
"t0097768","species","Other insects","Tachinidae","Compsiluroides","Compsiluroides meifengensis"
"t0097769","species","Coleoptera","Apionidae","Conapium","Conapium morosum"
"t0097770","species","Lepidoptera","Erebidae","Condate","Condate purpureorufa"
"t0097774","species","Other insects","Conopidae","Conops","Conops nebeculosus"
"t0097776","species","Other insects","Cecidomyiidae","Contarinia","Contarinia maculipennis"
"t0097778","species","Gastropods","Conidae","Conus","Conus milneedwardsi"
"t0097780","species","Gastropods","Conidae","Conus","Conus pennaceus"
"t0097784","species","Coleoptera","Scarabaeidae","Copris","Copris punctatus"
"t0097787","species","Coleoptera","Buprestidae","Coraebus","Coraebus hastanus"
"t0097788","species","Coleoptera","Buprestidae","Coraebus","Coraebus sakagutii"
"t0097789","species","Other insects","Reduviidae","Coranus","Coranus spiniscutis"
"t0097790","species","Lepidoptera","Lycaenidae","Cordelia","Cordelia comes"
"t0097793","species","Other insects","Braconidae","Cornutorogas","Cornutorogas orientalis"
"t0097806","species","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix flavidella"
"t0097807","species","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix flavoguttella"
"t0097808","species","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix margaritae"
"t0097809","species","Gastropods","Costasiellidae","Costasiella","Costasiella iridophora"
"t0097811","species","Gastropods","Costasiellidae","Costasiella","Costasiella paweli"
"t0097814","species","Gastropods","Facelinidae","Cratena","Cratena simba"
"t0097815","species","Other insects","Ichneumonidae","Crathiorada","Crathiorada fasciata"
"t0097819","species","Other insects","Formicidae","Crematogaster","Crematogaster subnuda"
"t0097821","species","Gastropods","Ovulidae","Crenavolva","Crenavolva striatula"
"t0097822","species","Coleoptera","Hydrophilidae","Crenitis","Crenitis osawai"
"t0097830","species","Other insects","Crabronidae","Crossocerus","Crossocerus aeta"
"t0097831","species","Other insects","Crabronidae","Crossocerus","Crossocerus fukuiensis"
"t0097832","species","Other insects","Crabronidae","Crossocerus","Crossocerus hakusanus"
"t0097833","species","Lepidoptera","Noctuidae","Cruriopsis","Cruriopsis funebris"
"t0097835","species","Coleoptera","Cryptophagidae","Cryptophagus","Cryptophagus incomptus"
"t0097837","species","Other insects","Hystrichopsyllidae","Ctenophthalmus","Ctenophthalmus taiwanus"
"t0097839","species","Coleoptera","Cucujidae","Cucujus","Cucujus haematodes"
"t0097840","species","Lepidoptera","Noctuidae","Cucullia","Cucullia pustulata"
"t0097872","species","Coleoptera","Curculionidae","Curculio","Curculio simius"
"t0097884","species","Other arthropods","Cyclopidae","Cyclops","Cyclops crassicaudis"
"t0097886","species","Other insects","Reduviidae","Cydnocoris","Cydnocoris tabularis"
"t0097895","species","Other insects","Tachinidae","Cylindromyia","Cylindromyia petiolata"
"t0097896","species","Gastropods","Ranellidae","Cymatium","Cymatium exaratum"
"t0097897","species","Gastropods","Cymbuliidae","Cymbulia","Cymbulia sibogae"
"t0097898","species","Other insects","Ichneumonidae","Cymodusa","Cymodusa josephi"
"t0097899","species","Other insects","Ceraphronidae","Cyoceraphron","Cyoceraphron fuscopleuralis"
"t0097906","species","Gastropods","Cypraeidae","Cypraea","Cypraea cicercula"
"t0097908","species","Gastropods","Cypraeidae","Cypraea","Cypraea hammondae"
"t0097911","species","Other insects","Tingidae","Cysteochila","Cysteochila undosa"
"t0097912","species","Other arthropods","Cytheridae","Cythere","Cythere lutea"
"t0097913","species","Coleoptera","Erotylidae","Dacne","Dacne zonaria"
"t0097919","species","Lepidoptera","Nymphalidae","Danaus","Danaus melanippus"
"t0097922","species","Other insects","Ceratophyllidae","Dasypsyllus","Dasypsyllus gallinulae"
"t0097924","species","Other insects","Cicadellidae","Dayus","Dayus takagii"
"t0097925","species","Arachnida","Ameridae","Defectamerus","Defectamerus crassisetiger"
"t0097926","species","Lepidoptera","Pieridae","Delias","Delias acalis"
"t0097939","species","Gastropods","Dendrodorididae","Dendrodoris","Dendrodoris albopurpura"
"t0097940","species","Gastropods","Dendrodorididae","Dendrodoris","Dendrodoris elongata"
"t0097944","species","Lepidoptera","Gracillariidae","Deoptilia","Deoptilia syrista"
"t0097946","species","Coleoptera","Chrysomelidae","Dercetina","Dercetina tsoui"
"t0097947","species","Gastropods","Arminidae","Dermatobranchus","Dermatobranchus gonatophorus"
"t0097949","species","Fishes","Hemiramphidae","Dermogenys","Dermogenys siamensis"
"t0097950","species","Lepidoptera","Drepanidae","Deroca","Deroca hidda"
"t0097951","species","Coleoptera","Carabidae","Desera","Desera kulti"
"t0097953","species","Lepidoptera","Geometridae","Devenilia","Devenilia corearia"
"t0097954","species","Other insects","Tachinidae","Dexia","Dexia divergens"
"t0097955","species","Other insects","Tachinidae","Dexia","Dexia flavida"
"t0097956","species","Other insects","Tachinidae","Dexia","Dexia tenuiforceps"
"t0097957","species","Coleoptera","Carabidae","Diacanthostylus","Diacanthostylus elainus"
"t0097958","species","Gastropods","Cavoliniidae","Diacavolinia","Diacavolinia longirostris"
"t0097967","species","Lepidoptera","Noctuidae","Dichagyris","Dichagyris triangularis"
"t0097968","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris acuminatus"
"t0097969","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris aomoriensis"
"t0097970","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris atomogypsa"
"t0097971","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris consertellus"
"t0097972","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris crambaleas"
"t0097973","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris harmonias"
"t0097974","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris hoplocrates"
"t0097975","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris lespedezae"
"t0097976","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris quercicola"
"t0097977","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris tostella"
"t0097978","species","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris ustalella"
"t0097987","species","Birds","Dicruridae","Dicrurus","Dicrurus annectens"
"t0097993","species","Other insects","Syrphidae","Dideoides","Dideoides latus"
"t0097998","species","Other insects","Ichneumonidae","Dimaetha","Dimaetha tibialis"
"t0097999","species","Other insects","Lygaeidae","Dimorphopterus","Dimorphopterus tenuicornis"
"t0098000","species","Other insects","Tachinidae","Dinera","Dinera setifacies"
"t0098001","species","Coleoptera","Carabidae","Dioryche","Dioryche torta"
"t0098002","species","Coleoptera","Scarabaeidae","Dipelicus","Dipelicus deiphobus"
"t0098009","species","Lepidoptera","Tortricidae","Neopotamia","Neopotamia cryptocosma"
"t0098010","species","Other insects","Reduviidae","Neostaccia","Neostaccia plebeja"
"t0098014","species","Other insects","Ichneumonidae","Neotypus","Neotypus nobilitator"
"t0098035","species","Lepidoptera","Nymphalidae","Neptis","Neptis philyra"
"t0098036","species","Lepidoptera","Nymphalidae","Neptis","Neptis philyroides"
"t0098038","species","Lepidoptera","Nymphalidae","Neptis","Neptis rivularis"
"t0098045","species","Other insects","Ichneumonidae","Netelia","Netelia bicolor"
"t0098046","species","Other insects","Ichneumonidae","Netelia","Netelia coreana"
"t0098047","species","Other insects","Ichneumonidae","Netelia","Netelia kiuhabona"
"t0098052","species","Other insects","Calopterygidae","Neurobasis","Neurobasis chinensis"
"t0098054","species","Coleoptera","Lucanidae","Nigidius","Nigidius wushuae"
"t0098058","species","Other insects","Lygaeidae","Ninomimus","Ninomimus flavipes"
"t0098060","species","Lepidoptera","Lycaenidae","Niphanda","Niphanda fusca"
"t0098064","species","Lepidoptera","Erebidae","Nishada","Nishada chilomorpha"
